1231,Montanha de Alma,2,Maria Santos
1232,Cidade de Segredo,3,Carlos Pereira
1233,Cidade de Sabedoria,4,Laura Oliveira
1234,Montanha de Horizontes,5,Maria Ferreira
1235,Revolução de Sabedoria,6,Mateus Lima
1236,Terra de Renascer,7,João Silva
1237,Eterno de Aventura,8,João Souza
1238,Mar de Luz,9,Beatriz Oliveira
1239,Labirinto de Raízes,10,Maria Silva
1240,Vento de Tradição,1,João Lima
1241,Eterno de Viagem,2,Isabela Costa
1242,Vida de Mistério,3,Beatriz Pereira
1243,Aventura de Caminhada,4,Laura Almeida
1244,Raízes de Tradição,5,Isabela Oliveira
1245,Vida de Refúgio,6,Carlos Ferreira
1246,Terra de Reflexo,7,Pedro Souza
1247,Horizontes de Liberdade,8,Ana Oliveira
1248,Vida de Futuro,9,Beatriz Souza
1249,Sombras de Liberdade,10,Laura Almeida
1250,Cidade de Refúgio,1,Mateus Pereira
1251,Guerra de Mar,2,Beatriz Costa
1252,Fronteira de Sombras,3,Laura Costa
1253,Natureza de Vida,4,Laura Santos
1254,Aventura de Alma,5,Pedro Lima
1255,Montanha de Eterno,6,Pedro Silva
1256,Labirinto de Refúgio,7,Mateus Souza
1257,Fronteira de Horizontes,8,Ana Gomes
1258,Memória de Revolução,9,Isabela Ferreira
1259,Fronteira de Revolução,10,Mateus Lima
1260,Revolução de Renascer,1,Beatriz Lima
1261,Segredo de Herança,2,Pedro Almeida
1262,Labirinto de Alma,3,Rafael Souza
1263,Luz de Enigma,4,Mateus Souza
1264,Fogo de Enigma,5,Isabela Oliveira
1265,História de Refúgio,6,Mateus Ferreira
1266,Tradição de Horizonte,7,Ana Silva
1267,Luz de Sabedoria,8,Pedro Santos
1268,Céu de Segredo,9,Maria Souza
1269,Tradição de Fronteira,10,Rafael Pereira
1270,Ecos de Aventura,1,João Santos
1271,Liberdade de Raízes,2,Laura Lima
1272,Caminho de Montanha,3,Mateus Gomes
1273,Memória de Herança,4,João Gomes
1274,Esperança de Mar,5,Isabela Souza
1275,História de Sonho,6,Pedro Pereira
1276,Imortal de Céu,7,Isabela Silva
1277,Horizontes de Revolução,8,Pedro Lima
1278,Céu de Sombras,9,João Lima
1279,Luz de Segredo,10,Pedro Gomes
1280,Eterno de Sombras,1,Pedro Souza
1281,Vida de Montanha,2,Rafael Souza
1282,Luz de Aventura,3,Ana Oliveira
1283,Céu de Amor,4,Laura Santos
1284,História de Renascer,5,Ana Gomes
1285,Caminhada de Mistério,6,Ana Santos
1286,Cidade de Coração,7,Rafael Almeida
1287,Guerra de Imortal,8,João Costa
1288,Fronteira de Caminho,9,Maria Ferreira
1289,Luz de Eterno,10,Maria Santos
1290,Sonho de História,1,Mateus Gomes
1291,Herança de Enigma,2,Beatriz Oliveira
1292,Memória de Amor,3,Rafael Ferreira
1293,Memória de Reflexo,4,Pedro Lima
1294,Sonho de Enigma,5,Laura Gomes
1295,Refúgio de Destino,6,Maria Silva
1296,Liberdade de Futuro,7,Laura Ferreira
1297,Cidade de Ecos,8,Ana Lima
1298,Horizontes de Guerra,9,Laura Ferreira
1299,Tradição de Coração,10,Isabela Oliveira
1300,Enigma de Guerra,1,Pedro Silva
1301,Labirinto de Céu,2,Ana Costa
1302,Esperança de Tradição,3,Ana Pereira
1303,Luz de Horizontes,4,Rafael Lima
1304,Horizontes de Terra,5,Ana Gomes
1305,Fogo de História,6,Mateus Santos
1306,Reflexo de Céu,7,Laura Oliveira
1307,Guerra de Terra,8,Maria Santos
1308,Reflexo de Liberdade,9,Laura Santos
1309,Caminhada de Horizonte,10,Pedro Gomes
1310,Segredo de Céu,1,João Santos
1311,História de Amor,2,Pedro Lima
1312,Memória de Destino,3,Beatriz Oliveira
1313,Liberdade de Vento,4,Rafael Pereira
1314,Memória de História,5,Pedro Ferreira
1315,Destino de Guerra,6,Maria Oliveira
1316,Céu de Labirinto,7,Mateus Santos
1317,Enigma de Mar,8,Ana Costa
1318,Amor de Caminho,9,Pedro Gomes
1319,Sombras de Segredo,10,Rafael Ferreira
1320,Vento de Vento,1,Carlos Ferreira
1321,Montanha de Ecos,2,Maria Gomes
1322,Sombras de Reflexo,3,João Santos
1323,Montanha de Refúgio,4,Laura Silva
1324,Natureza de Natureza,5,Ana Almeida
1325,Viagem de Esperança,6,Pedro Pereira
1326,Refúgio de Cidade,7,Mateus Silva
1327,Luz de Liberdade,8,João Lima
1328,Mistério de Segredo,9,Pedro Santos
1329,Herança de Alma,10,Mateus Gomes
1330,Horizontes de Enigma,1,Pedro Costa
1331,Raízes de Mistério,2,Isabela Pereira
1332,Mar de Montanha,3,Mateus Ferreira
1333,Luz de Coração,4,Beatriz Ferreira
1334,Fronteira de Destino,5,Laura Costa
1335,Montanha de Guerra,6,Beatriz Oliveira
1336,Horizontes de Vida,7,Isabela Silva
1337,Labirinto de Esperança,8,Maria Santos
1338,Mistério de Revolução,9,Beatriz Gomes
1339,Refúgio de História,10,Rafael Almeida
1340,Labirinto de Aventura,1,Isabela Costa
1341,Viagem de Renascer,2,Carlos Santos
1342,Horizontes de Horizonte,3,Mateus Pereira
1343,Cidade de Natureza,4,Mateus Pereira
1344,Luz de Cidade,5,Laura Oliveira
1345,Liberdade de Enigma,6,Carlos Costa
1346,Futuro de Caminhada,7,Pedro Oliveira
1347,Coração de Esperança,8,Laura Costa
1348,Eterno de Montanha,9,Ana Santos
1349,Viagem de Céu,10,Carlos Lima
1350,Herança de Tradição,1,Isabela Pereira
1351,Alma de Montanha,2,Rafael Ferreira
1352,Esperança de Luz,3,João Souza
1353,História de Vida,4,Mateus Almeida
1354,Fronteira de Coração,5,Isabela Almeida
1355,Horizontes de Horizontes,6,Isabela Almeida
1356,Natureza de Tradição,7,Laura Silva
1357,Ecos de Labirinto,8,Beatriz Gomes
1358,Sombras de Alma,9,Carlos Almeida
1359,Refúgio de Sonho,10,Ana Gomes
1360,Herança de Céu,1,Pedro Lima
1361,Memória de Cidade,2,Carlos Ferreira
1362,Mistério de Guerra,3,Mateus Lima
1363,Mar de Enigma,4,Ana Pereira
1364,Imortal de Horizontes,5,João Santos
1365,Revolução de Horizontes,6,Ana Gomes
1366,Memória de Memória,7,Pedro Lima
1367,Herança de História,8,João Gomes
1368,Terra de Horizontes,9,Maria Lima
1369,História de Natureza,10,Rafael Santos
1370,Montanha de Sombras,1,Beatriz Pereira
1371,Tradição de Montanha,2,Ana Santos
1372,Raízes de Guerra,3,Carlos Souza
1373,Memória de Enigma,4,Laura Santos
1374,Vento de Fronteira,5,João Almeida
1375,Horizontes de Refúgio,6,Isabela Almeida
1376,Esperança de História,7,Pedro Oliveira
1377,Guerra de Mistério,8,Maria Gomes
1378,Horizonte de Alma,9,Laura Lima
1379,Reflexo de Eterno,10,Maria Oliveira
1380,Fronteira de Céu,1,Mateus Lima
1381,Esperança de Destino,2,Laura Almeida
1382,Eterno de Ecos,3,Rafael Pereira
1383,História de Tradição,4,Pedro Souza
1384,Natureza de Sabedoria,5,João Silva
1385,Montanha de Revolução,6,Maria Costa
1386,Sonho de Coração,7,Rafael Santos
1387,Memória de Mar,8,Mateus Costa
1388,Futuro de Caminho,9,Ana Costa
1389,Caminho de Herança,10,Mateus Silva
1390,Horizontes de Fronteira,1,Carlos Pereira
1391,Renascer de Caminho,2,Ana Lima
1392,Destino de Destino,3,Maria Gomes
1393,Futuro de Terra,4,João Souza
1394,Ecos de Raízes,5,Laura Silva
1395,Raízes de Futuro,6,João Souza
1396,Esperança de Montanha,7,Isabela Ferreira
1397,Cidade de Fronteira,8,Rafael Pereira
1398,Céu de Horizonte,9,Pedro Oliveira
1399,Natureza de Caminhada,10,Beatriz Oliveira
1400,Sombras de Luz,1,Carlos Oliveira
1401,Sombras de Mistério,2,Isabela Santos
1402,Renascer de Fogo,3,Isabela Ferreira
1403,Vento de Montanha,4,Carlos Almeida
1404,Enigma de Ecos,5,Mateus Souza
1405,Terra de Eterno,6,Beatriz Lima
1406,Vento de Amor,7,Rafael Lima
1407,Alma de Imortal,8,João Costa
1408,Caminho de Alma,9,Carlos Gomes
1409,Futuro de História,10,Pedro Almeida
1410,Caminho de Fronteira,1,Carlos Ferreira
1411,Vida de Caminhada,2,Carlos Gomes
1412,Natureza de Segredo,3,Beatriz Lima
1413,Refúgio de Esperança,4,Pedro Pereira
1414,Cidade de Céu,5,Rafael Santos
1415,Destino de Reflexo,6,Beatriz Gomes
1416,Revolução de Sonho,7,Laura Oliveira
1417,Eterno de Horizonte,8,Mateus Santos
1418,Sombras de Sabedoria,9,João Costa
1419,Mar de Fronteira,10,Mateus Oliveira
1420,Caminho de Refúgio,1,Pedro Costa
1421,Revolução de Labirinto,2,João Santos
1422,Herança de Sonho,3,Rafael Silva
1423,Horizontes de Fogo,4,Rafael Silva
1424,Reflexo de Vida,5,Carlos Oliveira
1425,Mistério de Vento,6,Ana Santos
1426,Alma de Ecos,7,Beatriz Souza
1427,Sonho de Labirinto,8,Pedro Oliveira
1428,História de Terra,9,Carlos Oliveira
1429,Montanha de Montanha,10,Ana Santos
1430,Fogo de Segredo,1,Mateus Ferreira
1431,Sabedoria de Horizontes,2,Rafael Costa
1432,Horizonte de Sonho,3,Carlos Santos
1433,Refúgio de Terra,4,Mateus Santos
1434,Herança de Futuro,5,Mateus Santos
1435,Labirinto de Horizontes,6,Isabela Gomes
1436,Tradição de Mar,7,Maria Oliveira
1437,Amor de Revolução,8,Rafael Gomes
1438,Horizontes de Eterno,9,Carlos Almeida
1439,Eterno de Imortal,10,Pedro Pereira
1440,Montanha de Fronteira,1,Rafael Silva
1441,Destino de Caminho,2,Pedro Gomes
1442,Reflexo de Sombras,3,Ana Lima
1443,Caminhada de Mar,4,Laura Almeida
1444,Viagem de História,5,João Gomes
1445,Vento de Aventura,6,Laura Santos
1446,Coração de Terra,7,Beatriz Costa
1447,Reflexo de Horizonte,8,Mateus Almeida
1448,Sonho de Reflexo,9,Pedro Pereira
1449,Labirinto de Viagem,10,Rafael Pereira
1450,Memória de Imortal,1,Beatriz Oliveira
1451,Revolução de Ecos,2,Carlos Almeida
1452,Vida de Caminho,3,Rafael Santos
1453,Sonho de Aventura,4,Carlos Pereira
1454,Fronteira de Reflexo,5,Mateus Costa
1455,Esperança de Vento,6,Rafael Silva
1456,Fronteira de Sabedoria,7,Maria Costa
1457,Segredo de Revolução,8,João Oliveira
1458,Natureza de Caminho,9,João Gomes
1459,Vida de Viagem,10,Mateus Oliveira
1460,Sabedoria de Fronteira,1,Pedro Silva
1461,História de Ecos,2,Carlos Oliveira
1462,Herança de Terra,3,Pedro Ferreira
1463,Memória de Sombras,4,João Costa
1464,Natureza de Horizontes,5,Laura Santos
1465,Esperança de Caminho,6,Mateus Lima
1466,Amor de Memória,7,Pedro Costa
1467,Caminhada de Refúgio,8,Mateus Lima
1468,Viagem de Terra,9,Maria Oliveira
1469,Vento de Memória,10,João Pereira
1470,Terra de Revolução,1,Maria Gomes
1471,Raízes de Alma,2,Mateus Silva
1472,Sabedoria de Ecos,3,Maria Ferreira
1473,Cidade de Liberdade,4,João Santos
1474,Horizontes de Cidade,5,Isabela Oliveira
1475,Imortal de Herança,6,João Pereira
1476,Ecos de Céu,7,Ana Santos
1477,Eterno de Natureza,8,Isabela Almeida
1478,Sonho de Céu,9,Beatriz Santos
1479,Horizonte de Esperança,10,Maria Oliveira
1480,Raízes de Refúgio,1,Isabela Pereira
1481,Renascer de Futuro,2,Beatriz Lima
1482,Vento de Herança,3,Ana Costa
1483,Herança de Esperança,4,João Pereira
1484,Eterno de Herança,5,Beatriz Silva
1485,Mistério de Liberdade,6,Laura Almeida
1486,Guerra de Montanha,7,Beatriz Costa
1487,Ecos de Revolução,8,Mateus Lima
1488,Horizonte de Horizonte,9,Pedro Santos
1489,Refúgio de Alma,10,João Gomes
1490,Segredo de Caminho,1,João Costa
1491,Montanha de Mistério,2,Maria Pereira
1492,Herança de Montanha,3,Ana Pereira
1493,Liberdade de Coração,4,Mateus Silva
1494,Fogo de Horizontes,5,Mateus Gomes
1495,Mar de Vida,6,Maria Almeida
1496,Raízes de Reflexo,7,Mateus Oliveira
1497,Fronteira de Vida,8,Rafael Silva
1498,Terra de Luz,9,Rafael Souza
1499,Horizonte de Vento,10,Carlos Oliveira
1500,Caminho de Amor,1,Isabela Gomes
1501,Enigma de Refúgio,2,Maria Santos
1502,Terra de Ecos,3,Beatriz Oliveira
1503,Ecos de Mar,4,Ana Souza
1504,Fogo de Aventura,5,Ana Pereira
1505,Revolução de Sombras,6,Mateus Souza
1506,Enigma de Esperança,7,Ana Oliveira
1507,Destino de Liberdade,8,Beatriz Pereira
1508,Fronteira de Refúgio,9,Beatriz Gomes
1509,Renascer de Ecos,10,Ana Silva
1510,Amor de Raízes,1,Rafael Almeida
1511,Fogo de Reflexo,2,Isabela Lima
1512,Liberdade de Ecos,3,Mateus Lima
1513,Natureza de Imortal,4,Maria Gomes
1514,Herança de Sombras,5,Ana Souza
1515,Segredo de Vida,6,Isabela Gomes
1516,Luz de Futuro,7,Laura Pereira
1517,Viagem de Eterno,8,Maria Souza
1518,Destino de Renascer,9,João Ferreira
1519,Sabedoria de Sombras,10,Carlos Santos
1520,Sabedoria de Luz,1,Ana Santos
1521,Luz de Guerra,2,Mateus Silva
1522,Mistério de Cidade,3,Pedro Santos
1523,Sonho de Mar,4,Carlos Souza
1524,Mar de Horizonte,5,Carlos Santos
1525,Herança de Destino,6,Pedro Santos
1526,Esperança de Futuro,7,Pedro Gomes
1527,Viagem de Sombras,8,Maria Almeida
1528,Sombras de Coração,9,Pedro Ferreira
1529,Montanha de Cidade,10,Beatriz Lima
1530,Segredo de Mistério,1,Pedro Costa
1531,Mistério de Destino,2,Carlos Santos
1532,Eterno de Fogo,3,João Oliveira
1533,Labirinto de Liberdade,4,Rafael Gomes
1534,História de Memória,5,Mateus Almeida
1535,Fronteira de Amor,6,Pedro Oliveira
1536,Futuro de Memória,7,Ana Pereira
1537,Sombras de Enigma,8,Laura Santos
1538,Terra de Mar,9,Isabela Ferreira
1539,Imortal de Caminho,10,Pedro Ferreira
1540,Destino de Fronteira,1,Carlos Silva
1541,Cidade de História,2,Ana Almeida
1542,Viagem de Sabedoria,3,Mateus Gomes
1543,Céu de Tradição,4,Rafael Pereira
1544,Montanha de Terra,5,Isabela Silva
1545,Ecos de Horizonte,6,Maria Santos
1546,Guerra de Caminhada,7,João Souza
1547,Revolução de Horizonte,8,Mateus Lima
1548,Esperança de Coração,9,Pedro Gomes
1549,Viagem de Coração,10,Mateus Costa
1550,Céu de Esperança,1,Rafael Lima
1551,Liberdade de Revolução,2,Laura Ferreira
1552,Destino de Imortal,3,Laura Almeida
1553,Caminho de Horizontes,4,Beatriz Almeida
1554,Refúgio de Guerra,5,Mateus Pereira
1555,Sombras de Renascer,6,Beatriz Costa
1556,Fronteira de Sonho,7,Isabela Santos
1557,Coração de Sabedoria,8,Laura Gomes
1558,Eterno de Caminho,9,Mateus Costa
1559,Luz de Destino,10,Carlos Silva
1560,Montanha de Reflexo,1,Isabela Almeida
1561,Montanha de História,2,Maria Santos
1562,Sombras de Cidade,3,Mateus Lima
1563,Imortal de Vento,4,Carlos Pereira
1564,Sombras de Fogo,5,Isabela Santos
1565,Mar de Herança,6,Isabela Gomes
1566,Segredo de Fronteira,7,Pedro Ferreira
1567,Segredo de Renascer,8,Laura Santos
1568,Enigma de Enigma,9,João Lima
1569,Liberdade de Esperança,10,Laura Almeida
1570,Refúgio de Labirinto,1,Rafael Lima
1571,Revolução de Reflexo,2,Carlos Oliveira
1572,Natureza de Liberdade,3,Beatriz Lima
1573,Imortal de História,4,Rafael Ferreira
1574,Ecos de Amor,5,Beatriz Souza
1575,Aventura de Liberdade,6,Pedro Lima
1576,Luz de Vento,7,Mateus Santos
1577,Futuro de Horizonte,8,Maria Lima
1578,Sonho de Amor,9,Mateus Gomes
1579,Horizontes de Sombras,10,Ana Ferreira
1580,Tradição de Enigma,1,Pedro Gomes
1581,Caminhada de Luz,2,Laura Ferreira
1582,Guerra de Sombras,3,João Oliveira
1583,Horizontes de Sabedoria,4,Beatriz Ferreira
1584,Sonho de Esperança,5,Isabela Lima
1585,Segredo de Horizonte,6,Mateus Oliveira
1586,Mar de Mar,7,Maria Costa
1587,Coração de Liberdade,8,Carlos Santos
1588,História de Sabedoria,9,Laura Almeida
1589,Sombras de Horizonte,10,Pedro Silva
1590,Imortal de Raízes,1,Ana Souza
1591,Enigma de Viagem,2,Beatriz Pereira
1592,Enigma de Montanha,3,Laura Lima
1593,Tradição de Caminhada,4,Carlos Gomes
1594,Ecos de Montanha,5,Laura Santos
1595,Caminho de Cidade,6,Ana Pereira
1596,Céu de Imortal,7,Ana Costa
1597,Sombras de Viagem,8,Mateus Almeida
1598,Alma de Reflexo,9,Isabela Almeida
1599,Esperança de Horizontes,10,Laura Santos
1600,Sonho de Mistério,1,Beatriz Silva
1601,Horizontes de Natureza,2,Rafael Ferreira
1602,Sabedoria de Herança,3,Carlos Pereira
1603,Vento de Sombras,4,Carlos Oliveira
1604,Refúgio de Enigma,5,Pedro Souza
1605,Futuro de Céu,6,Ana Silva
1606,Guerra de Céu,7,Rafael Almeida
1607,Amor de Horizonte,8,Pedro Lima
1608,Refúgio de Aventura,9,Laura Oliveira
1609,Caminho de Caminho,10,Maria Oliveira
1610,Fogo de Refúgio,1,Beatriz Oliveira
1611,Renascer de Vida,2,Ana Silva
1612,Tradição de Caminho,3,Mateus Oliveira
1613,Aventura de Fogo,4,Rafael Lima
1614,Tradição de Sombras,5,Mateus Oliveira
1615,Liberdade de Natureza,6,Carlos Lima
1616,Luz de Reflexo,7,Carlos Silva
1617,Mistério de Céu,8,Rafael Costa
1618,Alma de Sombras,9,Mateus Ferreira
1619,Reflexo de Horizontes,10,Maria Gomes
1620,Guerra de Sonho,1,Rafael Gomes
1621,Viagem de Caminho,2,Carlos Costa
1622,Terra de Vida,3,Carlos Pereira
1623,Ecos de Enigma,4,Beatriz Costa
1624,Mistério de Caminho,5,Rafael Silva
1625,Mistério de Esperança,6,Rafael Ferreira
1626,Sonho de Luz,7,João Lima
1627,Montanha de Caminho,8,Carlos Almeida
1628,Destino de Vento,9,Pedro Silva
1629,Horizontes de Herança,10,João Almeida
1630,Labirinto de Cidade,1,Carlos Souza
1631,Sombras de Imortal,2,Pedro Almeida
1632,Guerra de Esperança,3,Beatriz Santos
1633,Horizonte de Horizontes,4,Ana Lima
1634,Raízes de Caminhada,5,Laura Lima
1635,Viagem de Viagem,6,Rafael Ferreira
1636,Luz de Fronteira,7,Carlos Gomes
1637,Coração de Cidade,8,João Ferreira
1638,Sabedoria de Labirinto,9,Pedro Santos
1639,Sabedoria de Liberdade,10,Beatriz Gomes
1640,Enigma de Imortal,1,Carlos Pereira
1641,Ecos de Imortal,2,Maria Lima
1642,Memória de Horizontes,3,João Silva
1643,Mar de Labirinto,4,Mateus Oliveira
1644,Raízes de Cidade,5,Ana Pereira
1645,Fronteira de Mar,6,Pedro Silva
1646,Fogo de Horizonte,7,Carlos Lima
1647,Caminho de Revolução,8,Isabela Almeida
1648,Herança de Caminho,9,Beatriz Silva
1649,Vento de Alma,10,Mateus Lima
1650,Segredo de Alma,1,Mateus Pereira
1651,Memória de Sabedoria,2,Beatriz Santos
1652,Fogo de Imortal,3,Rafael Lima
1653,Sombras de Aventura,4,Isabela Santos
1654,Aventura de Terra,5,Rafael Silva
1655,Tradição de Renascer,6,Carlos Santos
1656,História de Reflexo,7,Ana Santos
1657,Enigma de Horizontes,8,João Souza
1658,Vida de Natureza,9,Laura Santos
1659,Natureza de Sonho,10,Rafael Silva
1660,Memória de Caminho,1,Isabela Lima
1661,Enigma de Mistério,2,Mateus Almeida
1662,Caminhada de Guerra,3,Carlos Gomes
1663,História de Céu,4,Ana Costa
1664,Destino de Enigma,5,João Silva
1665,Segredo de Esperança,6,Carlos Almeida
1666,Vento de Vida,7,João Gomes
1667,Liberdade de Imortal,8,João Oliveira
1668,Viagem de Ecos,9,Ana Almeida
1669,Sonho de Sombras,10,Carlos Pereira
1670,Refúgio de Coração,1,Rafael Santos
1671,Caminho de Raízes,2,Pedro Ferreira
1672,Horizonte de Fogo,3,Maria Costa
1673,Sonho de Sonho,4,Beatriz Souza
1674,Cidade de Tradição,5,Rafael Pereira
1675,Vida de Sonho,6,João Pereira
1676,Revolução de Caminhada,7,João Oliveira
1677,Aventura de Caminho,8,Rafael Oliveira
1678,Segredo de Natureza,9,Laura Almeida
1679,Coração de Refúgio,10,Carlos Gomes
1680,Montanha de Horizonte,1,Maria Gomes
1681,Montanha de Viagem,2,Mateus Oliveira
1682,Caminho de Mar,3,João Santos
1683,Segredo de Enigma,4,Rafael Silva
1684,Natureza de Labirinto,5,Rafael Pereira
1685,Sombras de Natureza,6,Pedro Almeida
1686,Memória de Montanha,7,Isabela Ferreira
1687,Cidade de Cidade,8,Carlos Gomes
1688,Caminho de Mistério,9,Mateus Silva
1689,Natureza de Sombras,10,Maria Oliveira
1690,Horizonte de Montanha,1,João Ferreira
1691,Labirinto de Ecos,2,Pedro Oliveira
1692,Segredo de Terra,3,Isabela Santos
1693,Terra de Terra,4,Maria Silva
1694,Natureza de Aventura,5,Carlos Souza
1695,Fogo de Eterno,6,Carlos Souza
1696,Montanha de Luz,7,Pedro Souza
1697,Reflexo de História,8,Maria Gomes
1698,Viagem de Vida,9,João Almeida
1699,Revolução de Vento,10,Ana Oliveira
1700,Mistério de Viagem,1,Carlos Oliveira
1701,Terra de Caminho,2,Carlos Pereira
1702,Fronteira de Ecos,3,Beatriz Almeida
1703,Destino de Coração,4,João Santos
1704,Fronteira de Terra,5,João Almeida
1705,Coração de Raízes,6,Ana Ferreira
1706,Herança de Reflexo,7,Carlos Souza
1707,Vida de Ecos,8,João Gomes
1708,Mistério de Horizonte,9,Maria Lima
1709,Natureza de Ecos,10,Carlos Oliveira
1710,Amor de Vento,1,Isabela Ferreira
1711,Herança de Horizontes,2,Ana Oliveira
1712,Esperança de Céu,3,Carlos Silva
1713,Amor de Tradição,4,Maria Lima
1714,Fogo de Liberdade,5,Laura Ferreira
1715,Horizontes de Reflexo,6,Laura Souza
1716,Labirinto de Horizonte,7,Ana Almeida
1717,Fogo de Alma,8,Mateus Oliveira
1718,Sabedoria de Memória,9,Pedro Lima
1719,Segredo de Labirinto,10,Pedro Costa
1720,Viagem de Natureza,1,João Ferreira
1721,Labirinto de Coração,2,Carlos Gomes
1722,Cidade de Sombras,3,Laura Silva
1723,Cidade de Renascer,4,Isabela Gomes
1724,Mar de Vento,5,Beatriz Ferreira
1725,Sabedoria de Aventura,6,Carlos Silva
1726,Viagem de Revolução,7,João Souza
1727,Refúgio de Viagem,8,Mateus Silva
1728,Aventura de Segredo,9,Laura Ferreira
1729,Caminhada de Esperança,10,Laura Lima
1730,Sabedoria de Revolução,1,Ana Santos
1731,Futuro de Luz,2,Pedro Pereira
1732,Sabedoria de Imortal,3,Maria Silva
1733,Fogo de Cidade,4,Ana Silva
1734,Fronteira de Renascer,5,Rafael Souza
1735,Tradição de Alma,6,Pedro Almeida
1736,Vida de Enigma,7,Rafael Costa
1737,Caminho de Terra,8,Ana Pereira
1738,Fogo de Luz,9,João Pereira
1739,Labirinto de Terra,10,Mateus Almeida
1740,Labirinto de Destino,1,Pedro Santos
1741,Caminhada de Raízes,2,Ana Ferreira
1742,Natureza de Mar,3,Beatriz Oliveira
1743,Mistério de Renascer,4,João Costa
1744,Segredo de Fogo,5,João Ferreira
1745,Mar de Natureza,6,Carlos Almeida
1746,Caminhada de Sabedoria,7,Mateus Pereira
1747,Refúgio de Tradição,8,Mateus Gomes
1748,Liberdade de Mar,9,Isabela Almeida
1749,Céu de Sonho,10,Laura Oliveira
1750,Cidade de Revolução,1,Rafael Gomes
1751,História de Mar,2,Carlos Silva
1752,Sombras de História,3,Pedro Ferreira
1753,Enigma de Revolução,4,Ana Lima
1754,Ecos de Segredo,5,Beatriz Lima
1755,Viagem de Sonho,6,Isabela Pereira
1756,Raízes de Destino,7,Isabela Silva
1757,Natureza de Terra,8,Carlos Oliveira
1758,Sombras de Tradição,9,Rafael Ferreira
1759,Mistério de Fogo,10,Isabela Almeida
1760,Cidade de Sonho,1,João Ferreira
1761,Raízes de Natureza,2,Rafael Almeida
1762,Mar de Aventura,3,Isabela Lima
1763,Horizonte de Labirinto,4,Maria Silva
1764,Futuro de Renascer,5,João Ferreira
1765,Terra de Amor,6,Beatriz Oliveira
1766,Liberdade de Viagem,7,Mateus Ferreira
1767,Sombras de Destino,8,Isabela Gomes
1768,Reflexo de Viagem,9,Beatriz Silva
1769,Mar de Caminhada,10,João Costa
1770,Terra de Horizonte,1,Rafael Ferreira
1771,Terra de História,2,Mateus Gomes
1772,Eterno de Enigma,3,João Lima
1773,Aventura de Céu,4,Isabela Almeida
1774,Horizonte de Vida,5,Pedro Silva
1775,Imortal de Viagem,6,Laura Lima
1776,Horizontes de Montanha,7,Rafael Oliveira
1777,Amor de História,8,Laura Souza
1778,Fogo de Amor,9,Maria Oliveira
1779,Raízes de Vento,10,Carlos Santos
1780,Caminhada de Segredo,1,Isabela Santos
1781,Raízes de Terra,2,Laura Pereira
1782,Eterno de Mistério,3,Maria Santos
1783,Vida de Imortal,4,Carlos Almeida
1784,Montanha de Refúgio,5,Laura Oliveira
1785,Cidade de História,6,Maria Gomes
1786,Reflexo de Refúgio,7,Rafael Ferreira
1787,Memória de Natureza,8,Ana Pereira
1788,Sombras de Revolução,9,Isabela Santos
1789,Vento de Sombras,10,Laura Souza
1790,Reflexo de Aventura,1,Ana Santos
1791,Horizonte de Montanha,2,Rafael Lima
1792,Herança de Futuro,3,João Pereira
1793,Montanha de Esperança,4,Ana Costa
1794,Horizonte de Revolução,5,Beatriz Souza
1795,Herança de Tradição,6,João Oliveira
1796,Refúgio de Renascer,7,Maria Souza
1797,Mistério de Terra,8,Pedro Costa
1798,Vida de Refúgio,9,Isabela Silva
1799,Terra de Liberdade,10,Ana Lima
1800,Guerra de Revolução,1,João Almeida
1801,Coração de Terra,2,Ana Souza
1802,Destino de Renascer,3,Maria Pereira
1803,Destino de Horizonte,4,João Costa
1804,Natureza de História,5,Isabela Ferreira
1805,Horizontes de Horizontes,6,Laura Gomes
1806,Destino de Natureza,7,Carlos Pereira
1807,Alma de Cidade,8,Ana Ferreira
1808,Memória de Horizontes,9,Laura Silva
1809,Memória de Labirinto,10,Carlos Santos
1810,Horizonte de Sombras,1,Pedro Silva
1811,Fronteira de Sonho,2,Laura Santos
1812,História de Refúgio,3,Rafael Almeida
1813,Viagem de Ecos,4,Carlos Souza
1814,Caminho de Imortal,5,Rafael Costa
1815,Tradição de Vento,6,Carlos Oliveira
1816,Horizontes de Eterno,7,Maria Santos
1817,Montanha de Sonho,8,Maria Costa
1818,Montanha de Coração,9,Isabela Silva
1819,Montanha de Caminhada,10,Ana Lima
1820,Vento de Segredo,1,João Almeida
1821,Reflexo de Vida,2,Rafael Santos
1822,Refúgio de Céu,3,Maria Lima
1823,Vida de Herança,4,Beatriz Almeida
1824,História de Fogo,5,Beatriz Almeida
1825,Aventura de Segredo,6,Pedro Santos
1826,Destino de Destino,7,Carlos Oliveira
1827,Sabedoria de Herança,8,João Souza
1828,Esperança de Sonho,9,Laura Gomes
1829,Terra de Raízes,10,Ana Gomes
1830,Montanha de Sabedoria,1,Isabela Lima
1831,Eterno de Coração,2,Beatriz Ferreira
1832,Ecos de Amor,3,Laura Santos
1833,Futuro de Horizontes,4,Carlos Almeida
1834,Cidade de Montanha,5,Isabela Oliveira
1835,Vida de Raízes,6,João Lima
1836,Fronteira de Sabedoria,7,João Silva
1837,Natureza de Vida,8,João Lima
1838,Guerra de Sonho,9,Beatriz Ferreira
